Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3861043,568.8072954,1391.166543,4107.29677,161.1639176,19.59177031,17.73599449,10.69849776,0.053804081,-1.373675998,4.027969482,2.357399019,4.598515728,6.278594108,3.208756666,4.618012508,4.277875539,5.989562361,2.497253079,7.768715481,4.281549998,5.345804418,3.366824642,2.30918243,1.213909905,0.268575077,2.150641898,2.787709514,1.065622639,1.806592702,6.900513658,7.98570197,2.83212316
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.365052937,-3.259074622,-1.365583433,2.813675214,3.160612207,11.0593352,25.77639752,-15.36488955,-0.523560209,17.36842105,2.243589744,-0.962160294,1.469732765,1.405821712,-1.940890058,1.695361071,1.7482893,6.728780721,4.842555686,14.15276486,
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,,8.826450626,15.17500676,11.73751825,8.643432672,11.50671953,5.415090077,4.200751899,7.850844925,8.32931416,9.326562619,12.72883171,5.119811091,2.098410517,3.106537473,2.931233725,2.315853641,3.589241005,3.046368791,3.412407659,2.530620586,2.681516722,2.010847035,1.488252207,2.084783165,1.292684657,-0.483244128,2.349823301,4.676776805,1.124069567,4.373543659,4.737371574,1.110825072,1.605514289,0.668645512,0.192742786,0.476877446,1.7783922,2.788170374,-0.46820131,0.312054499,1.460290123,0.718452311,0.800069552,4.913760578,6.498856196,4.805475773
Australia,AUS,,3.222017745,-0.075571973,1.790183729,3.288161763,2.979837732,2.68389551,4.86779596,2.252601627,4.75318885,5.132597231,5.186266925,6.18906659,8.98231455,16.38006982,16.48930874,14.01969546,11.41765351,8.237521355,8.633629311,10.0167434,9.525083463,11.70897912,10.15840803,7.862706325,4.680506473,6.548474726,7.027104872,7.179787085,9.228228671,6.092179347,3.019084964,1.480173223,0.869228964,1.019985405,2.293177561,2.711397305,1.272847224,1.135606126,0.475401013,2.55075058,4.63071824,2.840306894,2.985619736,3.2322628,3.825509127,5.11538874,4.985979935,4.569822249,4.949160757,1.151858818,6.202098607,1.805164061,-0.163781511,1.404893098,-0.622921249,-0.655771897,3.651232809,1.878810435,3.463722736,2.113825441,3.078774164,7.123075723,6.557375685
Austria,AUT,,5.087153717,3.340203214,3.678266121,3.183788219,5.321415449,3.122366081,3.247762568,2.838031951,2.733572877,4.742097538,6.204374575,7.599931595,8.045541911,9.502139514,6.457775892,5.624919435,5.198712148,5.993016616,4.114371171,5.580629168,6.716667662,5.355289417,3.472783369,4.949773408,2.962995804,2.950997015,2.436948188,1.526855442,2.964760556,2.999680609,3.641871531,3.479093295,2.757084639,2.524942619,1.813918193,0.986205502,1.266995537,0.441905227,0.256349694,1.364040914,1.947105394,1.145595667,1.307552579,1.73971885,2.537794158,1.892161069,2.221175867,1.956322281,1.889264178,0.873054962,1.833410245,2.054235685,1.62388807,2.175707237,2.300978667,1.848294698,1.005534159,1.838064448,1.60787623,2.719495162,2.068210099,5.297283734,7.60697137
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.54951267,1065.32923,747.1245201,1386.067398,545.6563523,26.41916294,9.242504441,-0.965133367,2.162141675,12.49277381,2.515010226,4.214386234,6.961465708,9.251965107,14.72349652,11.30121914,21.02932875,27.77745954,-18.84495729,13.54581679,22.52436114,2.882932954,0.445064509,-1.28499552,-8.849692569,14.67140025,16.17240031,12.18487696,-0.241307927,-7.395965827,21.58882419,37.27056116,-9.20663945
Burundi,BDI,,20.07743634,-3.567416453,4.6871493,5.417217575,-1.029363778,3.152033962,-5.317986172,3.05681315,5.361879835,5.184511807,1.380218946,4.290809971,5.510442471,12.45517764,21.08690579,8.074948246,14.30412561,12.50770522,26.13070761,16.38402436,-6.063315087,5.672021548,6.428548803,17.21619499,5.06883898,-4.257414238,-3.417795079,3.491222701,14.75718482,5.985561545,4.093140793,5.4017607,7.742645676,6.638445456,16.10271174,14.45311141,32.39778923,11.450556,14.95414026,38.9448932,13.71640679,1.027858574,11.94574864,13.14615933,18.84158948,2.845666334,8.273375629,24.21579374,10.45879653,8.561555164,8.364250198,14.29407168,7.953103999,5.305656028,21.31874702,0.973176442,11.44918261,-2.850859302,0.851867434,5.966502331,8.516719715,18.33172231,11.37603149
Belgium,BEL,,1.315468694,1.667691946,3.0257967,4.642426558,5.100712937,4.086014933,3.193430937,2.620289277,4.023826311,4.546195739,5.358217814,6.317819214,6.806986431,12.16834026,12.88972281,7.575263114,7.478059968,4.423250337,4.505241375,4.126596969,5.139196661,7.570416249,5.612850366,5.438717243,4.627742139,2.796781136,1.684110879,2.168989903,4.797457362,2.812403713,2.87662448,3.42452456,3.993231923,2.094304776,1.22076958,0.476619741,0.75762441,1.805643501,0.598897783,2.014617387,1.982802721,1.640007795,1.850088683,1.914990948,2.083074213,2.264707144,1.931721117,1.908845425,0.533179398,1.89207786,1.807299468,1.961119341,1.271258155,0.982645555,1.330386128,1.920850695,1.830272796,1.549831525,1.768097416,1.599490907,3.17199355,5.891702979,4.079874107
Benin,BEN,,1.041435674,3.780561134,2.549041137,-0.363671992,2.057620464,1.136665599,0.14107243,3.273524953,3.454195524,5.047046938,1.573283773,5.317226077,4.822739941,14.92070991,14.24693576,14.03543002,5.17688681,12.33445896,13.00468582,10.18781986,7.468948265,16.14828402,4.746209743,1.953580958,-4.876981736,-3.604172582,3.028459853,-0.610506907,2.224934457,2.176596926,0.75662015,3.025134465,2.378321824,35.03011278,15.09945191,6.907293665,3.667509174,5.231604748,48.34254339,4.341055664,1.970285582,3.554213255,3.061704124,0.769711004,4.293664135,2.094317073,0.390153238,6.434152206,2.539692061,0.88088567,3.73308304,7.698908077,1.397298395,-0.247782654,0.851504261,0.683591111,-0.367897725,0.670447614,-0.397553793,2.878032289,1.618725067,4.13878,3.385464352
Burkina Faso,BFA,,1.900608241,2.01037157,5.147524754,1.812216581,-0.656072018,2.303116944,-4.411008404,-0.263878696,6.913154193,1.783427219,3.377475326,7.296645255,2.677858967,11.01470939,8.176155967,6.725505675,18.66197633,14.5323255,7.753525512,8.694368521,13.58461938,9.04651642,5.409316962,6.501085289,0.75706671,-6.345676865,1.237323168,3.4085566,4.831620412,1.81001542,-3.967780748,0.22705962,-1.441839783,14.63896188,6.769569038,0.348705151,1.55619985,7.940316031,17.39082451,-0.819773185,3.961552917,3.056986091,1.484728815,0.09064859,3.739385397,-0.662826822,2.492349183,9.159800437,2.40550487,3.779618728,6.738004807,5.823999488,-2.129171178,-0.620386926,-2.223954179,2.604299192,1.41629728,1.07396689,0.512900505,6.465595789,-0.160222635,5.889125368,1.998045499
Bangladesh,BGD,,6.257481579,0.022223496,5.164059022,-8.743224624,7.931704957,6.296188834,14.79196345,-5.769584381,11.8277158,0.510309049,2.963254932,4.402019652,61.40578328,44.5427169,80.5697564,-17.63041929,-3.210155929,25.61888559,12.56450599,17.55506709,9.894690312,9.855812463,8.487755878,7.875566349,18.4951157,8.254404894,11.11963117,7.495835297,8.33797325,6.532735292,2.729531995,2.5821619,0.155518173,3.966216316,7.144938703,19.14321311,3.800232201,4.736212562,3.781037737,3.446659349,3.261160132,3.892867435,5.815816648,4.56213638,4.586360706,5.875935811,6.471260105,7.860966094,6.764354681,7.144663028,7.859450853,8.164573676,7.174953432,5.668788525,5.872777041,27.85073772,5.047597582,5.805538767,3.658137552,3.841063386,4.121174707,5.049021879,6.89712404
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,2.820938368,1.916472805,-0.64527173,2.736748496,0.229177128,1.345489615,0.0638388,-5.389743837,6.729684134,26.18800066,226.5378599,59.57864939,51.0910539,72.70496824,135.955619,62.96624432,913.2130996,33.95102856,3.319139594,7.380837467,6.117732792,3.848380241,2.189410227,5.581557426,6.594258587,6.756474286,11.05143171,8.103456232,3.938019326,0.76413,6.112829917,1.112178947,0.071951518,1.34078334,2.947745873,3.323559745,4.813120484,4.234605498,5.239256554,4.260105686,7.134491718,16.18195589,7.510536602
Bahrain,BHR,,,,,,,,,,,,5.799648348,5.211399743,13.98009968,24.68541635,15.90579943,10.32237193,11.29760303,7.687121344,13.51222783,24.15808147,18.91176506,13.72399415,-3.689967158,-0.418480068,-1.824994526,-17.39265031,0.659048471,2.009427703,3.974660365,4.826695567,-1.882523995,-3.532652872,-3.025814768,7.331187444,1.090670175,0.196720001,0.931716359,-7.057411078,2.65643644,14.32252339,-3.36382792,3.414349556,8.602580618,10.99108462,13.73496783,8.842436716,8.435632695,11.36509192,-12.99394121,7.441125966,9.736753496,3.014765852,0.384140011,-1.670883004,-9.369332141,0.133884877,5.807241322,4.325560019,0.08326178,-6.067076929,10.61418743,7.699067358,-5.011919018
"Bahamas, The",BHS,,1.160601262,1.08963254,1.343764189,1.505301052,2.011727719,3.77131855,4.713072544,5.163480793,8.925372794,6.145345674,4.58255158,6.786658894,5.55102348,13.23270697,10.65637827,2.389665271,1.728703027,2.247883785,8.554096535,10.00686562,17.68832771,3.695007539,5.976967024,3.17143547,8.460727142,4.660387029,6.586347652,1.484310644,1.813171336,5.073711047,2.556539886,3.905565437,-0.851983748,2.183366578,0.802435337,0.984243641,73.22947024,3.048921327,4.950938924,0.922707425,0.353150705,3.960474325,1.154879054,1.194997591,5.056008398,0.828194507,2.947965812,1.488610688,-1.036380314,-0.392565566,-0.858605323,3.356496627,-0.170344887,3.648171363,5.308932146,1.604489756,1.34831042,0.456170832,4.593407872,-2.63480302,-1.071837447,4.301046158,6.344420145
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.47240776,1362.028784,7544.813682,49.11826756,13.38244635,1.639633915,11.14929395,-2.439694674,8.43332374,30.33259303,4.726117616,5.007866373,1.41086148,2.161971578,6.189015768,7.80012736,6.197569391,7.335351286,0.185466529,1.406293966,2.432527908,0.795773347,-0.224122003,1.000337219,1.365730709,1.333305967,1.778707027,2.791624904,2.471504685,0.06214255,4.964604416,11.80884011,5.530501969
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3767053,1030.776811,1058.714498,1945.748604,661.5040771,53.71432735,71.64957473,76.58044645,316.7934348,185.2907609,79.53457245,44.89373884,30.68532156,22.6751225,18.97216053,10.74861574,12.87270223,21.21353614,9.258661904,11.29047472,71.03882152,75.27736918,21.25729569,18.1049634,16.02323933,8.341004503,8.623535045,12.13923668,8.576908509,11.87787911,15.32641518,14.88468039,7.368230536
Belize,BLZ,,1.763026844,1.356964588,0.937659292,2.13617101,5.61061427,5.773933778,3.122443711,1.679358121,0.215932233,7.369642397,5.063903656,-1.235235149,14.67627088,21.71062296,16.87729136,1.157484454,2.242495449,7.349181985,3.585434213,14.94878367,-2.04440242,-6.979994382,7.740755184,9.439079915,-1.805036508,4.202361222,9.581537065,3.726335541,2.045386015,35.03477,-2.4567881,3.409906432,1.877165446,2.637881165,5.315715456,2.748452259,-1.500062169,2.40801256,-1.672313215,1.414097676,-1.955108475,0.719909278,-4.157044074,2.092843423,3.012203046,3.247345731,3.836088306,3.517561299,-2.473301163,2.158666302,4.89924322,0.746406423,1.913552957,1.064820271,0.047314442,2.101941118,3.031933009,0.09585492,-0.130661894,-0.549657421,0.458796255,7.36483426,10.89674793
Bermuda,BMU,,0.939036517,0.976544539,1.270801433,0.461053036,1.461122996,2.608611011,3.480335622,8.98161461,6.281063126,6.269519404,9.546211564,9.525770761,12.81220965,14.98394773,6.357027206,2.783649199,9.269101097,4.918710256,6.415363401,9.85408707,17.7093913,12.20859197,10.99738108,10.29655249,7.614088168,5.835136714,6.488154179,4.893013973,5.636713147,6.033572309,6.430591169,2.813881101,5.196304589,1.959567968,4.178463515,29.36469761,4.023903102,2.741551106,2.712151203,-4.236356147,-1.369195741,8.580442291,2.824739521,4.692142598,6.762374738,19.57916181,6.574894832,5.108914102,1.04358317,2.236222003,-1.151255981,6.698203692,1.657273194,3.011890877,2.95202007,4.373203842,-0.094833736,1.611116976,2.419351945,-0.40980436,0.36140003,0.938226826,
Bolivia,BOL,,6.548173318,3.561471056,0.824214662,8.385943053,5.891025174,3.315876428,6.232458617,4.58848424,3.719008265,3.960561147,2.538632263,18.9777488,42.94450909,61.54596047,6.695277654,8.598920874,12.54061843,14.10381081,19.79717364,25.04894359,29.48603589,158.2827498,265.1979603,1443.397286,12338.66022,230.1052223,14.58419382,17.5233371,13.18642127,16.26794198,17.68944022,13.19920441,6.557158191,7.952207725,11.42728171,11.58020687,5.705043358,7.051126765,2.411565889,5.195405208,1.870093658,2.820757397,6.329992293,7.967709509,5.94079763,13.66367954,7.373353861,10.38118176,-2.419894328,8.777508116,14.60235424,7.100275501,5.995388369,2.049497726,-4.620602258,-1.354870581,6.061399962,3.056265753,-0.693003272,-1.854386683,3.956119685,5.124464432,1.699553215
Brazil,BRA,,34.61780494,50.24945448,78.41743346,89.53366533,58.9331842,37.93609796,26.52894193,26.70671636,20.05178423,16.25511154,19.38458511,19.86709168,29.5803567,34.605855,33.92943674,41.20362402,45.39805621,38.22761123,54.36596003,92.14194461,100.5288771,101.0343947,131.4840451,201.7402821,248.5436591,149.1793183,206.2087087,627.9514702,1304.424209,2736.970678,416.6780939,969.0129628,1996.150247,2240.168866,93.97804306,18.45624377,7.729023412,4.924361585,8.010500883,5.606065141,8.225094321,9.798112238,14.09102152,7.752060763,7.431224753,6.774274119,6.439038087,8.778552724,7.313482746,8.423338337,8.318592219,7.943126941,7.504564533,7.846709744,7.566175012,8.103604359,3.671384513,4.493534331,4.224258869,6.472499608,13.04727088,8.570281953,4.658994759
Barbados,BRB,,-0.947999325,-4.635720864,18.53473509,-5.377452177,-5.045227768,3.633466664,1.64735579,7.77304229,4.590911163,7.344036454,6.812460433,9.89330321,22.77413437,31.42139415,29.36072849,3.020982565,9.750335745,6.717506171,12.37833345,44.67810205,12.20028903,9.845767084,5.664288659,5.183243101,3.514327243,4.473495157,7.337770192,2.757355115,6.823577751,3.728308355,4.495282919,2.12239359,5.195366413,2.209842656,1.016149209,2.53841642,0.916898498,8.703256154,4.433423516,-1.322839151,2.255389252,0.907856237,1.115872167,5.828144136,6.667724557,4.096370736,8.612261083,1.806934874,-1.829704415,3.824030737,3.613473902,-0.602948866,2.882224331,0.450286494,-1.810997655,-0.234639823,2.612082542,3.328710243,4.260278528,1.824382341,4.701754514,4.075806483,4.735828043
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,5.518963851,5.62712678,8.381099413,-2.171429325,12.67188974,86.11396727,9.021595024,-4.838443333,-11.42003532,-1.274171563,-2.464941047,-31.90474758,10.72996071,-7.669073022,8.698049959,8.409963766,-2.837280823,1.726875356,-2.951489527,-8.763626527,2.872997532,4.488755815,8.584853385,-11.64857357,11.59397648,29.01570917,-5.59189805,0.374209529,6.104611064,15.88616466,18.76631914,10.04772148,1.120447694,12.69272996,-22.09141648,16.68828285,20.18050542,1.218702687,-2.82132117,-1.846457284,-17.61280313,-9.167861616,4.953690289,9.215863133,-3.334183376,-10.86375964,15.4659287,24.23672684,-12.89619583
Bhutan,BTN,,,,,,,,,,,,4.458444376,5.897933681,13.01769703,17.1703297,-0.076863945,0.041622447,0.010759405,-15.87806295,6.00618391,12.51717776,3.462555266,7.28714923,7.15835941,10.16368902,6.5086147,7.185437902,1.101172685,14.96487182,5.607915378,6.205353073,8.941284318,8.923289539,8.513450728,12.3412551,8.284382711,8.112632657,12.90687481,10.69626722,6.170258996,16.52714667,5.33733054,5.165193016,3.624306236,4.345881628,6.479202403,6.575123741,4.688177919,5.606180911,4.424099417,6.081891397,9.158561977,9.020082808,6.390927606,5.940536823,3.316207396,4.15140396,4.458162528,1.150858685,3.108002214,5.287368056,7.628020096,5.794860052,
Botswana,BWA,,1.933946526,1.360735325,1.176826762,2.547498871,3.846275632,5.788742006,7.581551074,2.166149448,1.584355258,5.97859338,4.664180023,10.77542219,9.906612342,12.79692414,16.46728186,11.31552989,4.937383312,12.46681135,21.85636174,10.19028253,-0.088322837,3.695418375,8.745485395,15.42698507,22.89365944,14.06124987,12.69406982,22.69705957,13.64877726,6.300018284,5.177709937,6.639280854,13.06470049,9.463804702,7.155294853,16.11219545,4.990608488,9.967270819,14.23520849,14.17096691,8.312825,1.187370696,3.259084372,10.07878865,15.47170657,5.15439836,6.029197651,9.372730256,15.10893375,7.683061453,12.65332158,3.011841608,1.532120998,9.604002203,3.730317376,11.90491113,-2.649919276,0.057196959,0.507585436,4.378993827,8.381449724,14.61755097,2.125860244
Central African Republic,CAF,,4.635018524,4.888746868,4.674475701,7.54197105,5.039138701,4.475411048,-0.77441723,16.17240106,-3.852687713,4.4908797,4.938268289,4.644237089,2.199490262,5.380999705,19.32621621,25.99662693,11.37246282,9.228393702,10.92663398,18.26537917,13.87274605,20.91423405,11.10288136,1.419401065,34.14517535,-3.429037228,-2.303351183,2.62405594,2.4562048,1.836645106,-0.389815608,2.782647022,-3.433020318,24.41256968,9.897975858,-3.543045733,0.823381001,-0.414154095,4.08471549,8.506601078,0.425938675,-2.371881706,1.336418631,-4.439785938,4.188437082,3.334045939,1.83823165,7.077070724,0.711628391,4.211309311,4.009115057,6.181036177,2.487486778,11.8938033,2.708263108,2.980114084,6.443706288,-1.224117158,2.327837051,1.982160556,3.185766469,5.96792445,3.39995299
Canada,CAN,,2.44442708,1.309874616,2.182226425,2.831819409,3.775032119,4.920904611,4.454138825,4.065133929,4.826782691,4.72201383,4.931439976,5.826044109,9.928806609,15.56948005,10.99773453,8.78342642,6.717535077,6.826594615,10.0700506,10.05588974,10.87095734,8.827078401,5.82447505,3.545390263,3.33838919,3.132379041,4.791601414,4.539998176,4.68125324,3.352301725,3.056769896,1.470850834,1.289042882,1.455630961,2.263325732,1.67527502,1.144128307,-0.176225256,1.923855642,4.374199031,1.573676767,1.257523455,3.249737007,3.260873898,3.116638505,2.570172675,3.300545644,3.996316455,-2.324922072,2.848637766,3.244455176,1.218443707,1.740737906,1.941198977,-0.867651312,0.716978141,2.571014654,1.651118198,1.546070754,1.070810268,7.664865423,7.653819927,1.60524181
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.29542273,199.8588956,51.0910539,37.23403481,27.93764783,17.95234228,9.922472833,8.177602364,6.164509525,5.565267655,5.121487516,3.937822522,4.30037873,4.916627997,3.11591498,3.88021393,5.443677217,5.510945937,2.979754582,0.929960424,3.116063878,2.224247726,1.364704738,1.34078334,1.005043485,1.141450601,2.947877208,3.527174275,3.605947977,2.37080601,5.26096004,11.80126899,8.55531034
Switzerland,CHE,,4.058289237,5.827068224,4.847760242,5.310728127,3.797241419,4.805009693,4.453315561,3.081105793,2.574391647,4.712755543,9.151123719,9.80195917,8.140425098,6.932618881,7.132941201,2.72985454,0.258011778,3.612765008,1.988368645,2.706682738,5.661107704,7.348040612,2.366884253,3.759637988,2.270730726,3.034593976,2.193482088,2.79023881,3.458460162,4.603621323,5.409104757,2.124635043,2.322023993,1.184387136,0.737757711,0.280022461,-0.476483337,-0.189259059,0.043770557,1.367285504,0.97438332,-0.249463899,1.179759241,0.296627279,0.924638292,2.150257985,2.377061327,1.44992801,0.45754398,0.312736574,-0.020452917,0.063720263,-0.08684264,-0.653123804,-1.265056875,-0.583291592,-0.367869217,0.764289197,-0.103895158,-0.699187623,1.246191967,2.497159504,1.023314026
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269603432,3.569826689,1.913329005,1.978766225,-3.313376784,4.336446775,
Chile,CHL,,6.568981593,12.94851643,43.82042735,47.93436208,38.84009537,28.58136081,25.14488754,33.46867015,40.16053256,40.57578593,17.67167165,87.59486368,414.810311,678.6084622,347.2012094,247.3085086,101.7736218,56.28464055,47.9776851,29.1176599,11.56885253,7.656347255,30.96367249,15.73753209,41.68190573,21.45489666,25.84841898,21.71788119,13.75603177,22.4709371,21.3909823,13.46437702,12.16441967,14.46398495,11.68071811,4.079776196,3.330580505,0.778990206,2.187767871,4.560043487,4.277146982,3.340660368,4.300300886,7.024761707,7.120315357,12.34989592,5.088757065,0.311132503,3.577795037,8.857441496,3.26051486,0.763466679,2.260770612,5.852891628,4.954365527,4.560656044,4.828191882,1.590199738,2.567787214,9.665722697,6.914755885,7.913783466,6.599512046
